id,user_id,label,recipient_name,phone,address,city,province,zip_code,is_default,created_at
04dd2273-20b1-4b18-be44-7555ada52fa5,031e0ddf-69ec-4bd5-a77e-39a290fab32f,Kosan,Jasmine Suharto,085209839301,"Jalan Bougenville No.94, RT 09/RW 10",Malang,Jawa Timur,65111,false,2024-04-03 08:30:53
3dc1aa52-7d59-40a9-ab45-1bc74242a2fa,a14f9d5b-96ce-4659-ae80-54e9535426f4,Rumah,Ika Suharto,081251834738,"Jalan Pisang No.71, RT 02/RW 06",Jakarta Barat,DKI Jakarta,11110,true,2025-11-13 08:30:53
40cbfb71-685f-48ab-95ba-74bb3ba6ba84,a14f9d5b-96ce-4659-ae80-54e9535426f4,Kantor,Ika Suharto,081251834738,"Blok Kelapa No.39, RT 09/RW 02",Depok,Jawa Barat,16400,false,2025-11-13 08:30:53
6bf27be1-3859-4c9a-902d-840c7c164a90,a14f9d5b-96ce-4659-ae80-54e9535426f4,Kosan,Ika Suharto,081251834738,"Jalan Cendana No.105, RT 05/RW 08",Makassar,Sulawesi Selatan,90111,false,2025-11-13 08:30:53
d75358a0-31f3-4d93-b2e9-dcf3639de202,e2614a8b-ddf7-4a9b-b01f-a8c70275d964,Rumah,Bintang Mansur,082276311656,"Perumahan Kelapa No.97, RT 04/RW 03",Batam,Kepulauan Riau,29432,true,2025-02-01 08:30:53
3f0eb3de-9879-4f6b-a67d-213b6889cac6,e2614a8b-ddf7-4a9b-b01f-a8c70275d964,Kantor,Bintang Mansur,082276311656,"Blok Bougenville No.38, RT 14/RW 05",Solo,Jawa Tengah,57111,false,2025-02-01 08:30:53
b7affd3b-9dfd-4737-b8b2-723b019fc831,e2614a8b-ddf7-4a9b-b01f-a8c70275d964,Kosan,Bintang Mansur,082276311656,"Komplek Kamboja No.62, RT 12/RW 09",Depok,Jawa Barat,16400,false,2025-02-01 08:30:53
9e011ce9-00df-4887-9822-02231f51adcc,545a8573-bc85-4eaa-9311-e9b5a45a5187,Rumah,Mita Wirawan,087710651333,"Perumahan Salak No.50, RT 02/RW 01",Pekanbaru,Riau,28111,true,2024-09-25 08:30:53
cff2b724-98d1-4838-955b-d158f5c26e67,545a8573-bc85-4eaa-9311-e9b5a45a5187,Kantor,Mita Wirawan,087710651333,"Jl. Melati No.58, RT 05/RW 04",Bandung,Jawa Barat,40111,false,2024-09-25 08:30:53
bcdf0fd7-b8a8-4e23-b392-a093f8cf5ae6,545a8573-bc85-4eaa-9311-e9b5a45a5187,Kosan,Mita Wirawan,087710651333,"Gg. Kamboja No.48, RT 05/RW 10",Solo,Jawa Tengah,57111,false,2024-09-25 08:30:53
32de841c-a516-4431-bca1-7486d9228998,1dcb6469-2509-4fd0-b867-9af9f3404309,Rumah,Kiki Setiawan,082147317810,"Komplek Kamboja No.107, RT 10/RW 05",Bekasi,Jawa Barat,17111,true,2024-05-30 08:30:53
b2705f9f-f164-4403-b386-9863e61dbd2f,1dcb6469-2509-4fd0-b867-9af9f3404309,Kantor,Kiki Setiawan,082147317810,"Komplek Akasia No.64, RT 04/RW 10",Banjarmasin,Kalimantan Selatan,70111,false,2024-05-30 08:30:53
fed2e2b4-38b3-46ae-9126-e108e08cfd64,1dcb6469-2509-4fd0-b867-9af9f3404309,Kosan,Kiki Setiawan,082147317810,"Komplek Pemuda No.51, RT 15/RW 02",Bandung,Jawa Barat,40111,false,2024-05-30 08:30:53
279429f5-b58c-4510-8b4c-75a1a7c83788,f324c08c-4f4d-437b-85e6-b81f6e9e1fac,Rumah,Wawan Santoso,082226773602,"Jl. Flamboyan No.87, RT 09/RW 09",Jakarta Barat,DKI Jakarta,11110,true,2025-03-05 08:30:53
32dd684b-4e25-4936-b8c7-b23b3c7914f9,f324c08c-4f4d-437b-85e6-b81f6e9e1fac,Kantor,Wawan Santoso,082226773602,"Jl. Salak No.106, RT 06/RW 10",Yogyakarta,DI Yogyakarta,55111,false,2025-03-05 08:30:53
24ace3d6-c5ae-49b5-ad3c-a921ca7c40e9,f324c08c-4f4d-437b-85e6-b81f6e9e1fac,Kosan,Wawan Santoso,082226773602,"Perumahan Pahlawan No.130, RT 05/RW 08",Banjarmasin,Kalimantan Selatan,70111,false,2025-03-05 08:30:53
2d5138aa-5d78-44e3-ae32-49af9be83bc2,b5f05f69-25a9-4695-b9e1-24b86f43948c,Rumah,Budi Hadikusumo,085646872343,"Jl. Mahoni No.95, RT 06/RW 06",Jakarta Selatan,DKI Jakarta,12110,true,2026-01-28 08:30:53
34e358f4-a04e-4145-99f5-ec825218f8a2,b5f05f69-25a9-4695-b9e1-24b86f43948c,Kantor,Budi Hadikusumo,085646872343,"Gg. Gatot Subroto No.119, RT 05/RW 04",Malang,Jawa Timur,65111,false,2026-01-28 08:30:53
b1d9d147-b2d7-416a-9bab-85b56e0efcdd,b5f05f69-25a9-4695-b9e1-24b86f43948c,Kosan,Budi Hadikusumo,085646872343,"Gg. Akasia No.109, RT 08/RW 10",Jakarta Barat,DKI Jakarta,11110,false,2026-01-28 08:30:53
f647a2c6-0100-478e-9afc-b7dd16b4cf8c,47caa315-d9c7-4686-9712-e8ba81fb5e63,Rumah,Dian Yusron,081250097882,"Perumahan Manggis No.64, RT 13/RW 05",Jakarta Barat,DKI Jakarta,11110,true,2026-01-29 08:30:53
841ee2d2-897e-4ffb-a020-4b4c5f02d14f,47caa315-d9c7-4686-9712-e8ba81fb5e63,Kantor,Dian Yusron,081250097882,"Jl. Manggis No.39, RT 14/RW 08",Pekanbaru,Riau,28111,false,2026-01-29 08:30:53
27b00755-6d55-4637-8dae-61325978246b,47caa315-d9c7-4686-9712-e8ba81fb5e63,Kosan,Dian Yusron,081250097882,"Blok Sirsak No.48, RT 03/RW 07",Semarang,Jawa Tengah,50111,false,2026-01-29 08:30:53
1a72a579-4303-42ef-ae38-742645ccd1d7,bfb17bdf-3715-4f93-8022-e723da50f3ea,Rumah,Sena Wibowo,081391361939,"Perumahan Ahmad Yani No.28, RT 11/RW 07",Malang,Jawa Timur,65111,true,2024-07-28 08:30:53
97684bf8-ddaf-401f-87ca-60ba0a2749af,bfb17bdf-3715-4f93-8022-e723da50f3ea,Kantor,Sena Wibowo,081391361939,"Komplek Pahlawan No.130, RT 11/RW 10",Padang,Sumatera Barat,25111,false,2024-07-28 08:30:53
c8b2dbe3-5bc5-4fe8-bce7-d7afd996f2cf,bfb17bdf-3715-4f93-8022-e723da50f3ea,Kosan,Sena Wibowo,081391361939,"Perumahan Flamboyan No.24, RT 02/RW 08",Balikpapan,Kalimantan Timur,76111,false,2024-07-28 08:30:53
b481a94f-0ae7-4c27-b000-472da70d3ae6,7f923f8c-262f-40ac-be73-a4126303e019,Rumah,Fitri Pasha,085399854353,"Jl. Kamboja No.51, RT 04/RW 10",Denpasar,Bali,80111,true,2025-06-30 08:30:53
af231899-49d0-4d0b-bcec-8cfbde8fadee,7f923f8c-262f-40ac-be73-a4126303e019,Kantor,Fitri Pasha,085399854353,"Jalan Jeruk No.7, RT 09/RW 07",Palembang,Sumatera Selatan,30111,false,2025-06-30 08:30:53
279f0216-5abb-411b-894f-f1f2bb0c3e2a,7f923f8c-262f-40ac-be73-a4126303e019,Kosan,Fitri Pasha,085399854353,"Jalan Cendana No.107, RT 11/RW 08",Surabaya,Jawa Timur,60111,false,2025-06-30 08:30:53
b58e9788-8189-4e91-be96-b331847060ca,de5b466c-b9d0-417e-88fc-646bb352b46b,Rumah,Dedi Setiawan,085651079911,"Jl. Sudirman No.32, RT 12/RW 01",Pekanbaru,Riau,28111,true,2024-09-24 08:30:53
fd92bd64-2b50-490e-ad27-9c57d159d4f7,de5b466c-b9d0-417e-88fc-646bb352b46b,Kantor,Dedi Setiawan,085651079911,"Perumahan Pahlawan No.100, RT 13/RW 04",Batam,Kepulauan Riau,29432,false,2024-09-24 08:30:53
0cb4eecc-8eda-488c-ade4-40c6d025e156,de5b466c-b9d0-417e-88fc-646bb352b46b,Kosan,Dedi Setiawan,085651079911,"Komplek Diponegoro No.6, RT 06/RW 03",Malang,Jawa Timur,65111,false,2024-09-24 08:30:53
4b0e4ae9-e33a-491a-bdb4-c7c003621d12,63b018aa-8957-4ffb-9b57-7b6832e08a3b,Rumah,Gita Iskandar,082151354278,"Blok Anggrek No.143, RT 04/RW 06",Samarinda,Kalimantan Timur,75111,true,2024-04-07 08:30:53
a137b8ea-69bc-437d-b696-0b0a1e523232,63b018aa-8957-4ffb-9b57-7b6832e08a3b,Kantor,Gita Iskandar,082151354278,"Jl. Merdeka No.54, RT 09/RW 03",Depok,Jawa Barat,16400,false,2024-04-07 08:30:53
346cab93-188a-4b18-9bc1-ab3608aba162,63b018aa-8957-4ffb-9b57-7b6832e08a3b,Kosan,Gita Iskandar,082151354278,"Jl. Nangka No.136, RT 12/RW 07",Denpasar,Bali,80111,false,2024-04-07 08:30:53
5b77cbae-93a9-49c2-9e15-4adeaabc65d2,3ced8e3e-0666-4fbd-a156-3c191c886d8c,Rumah,Rafi Pasha,081284124118,"Jl. Gatot Subroto No.31, RT 15/RW 04",Medan,Sumatera Utara,20111,true,2025-10-20 08:30:53
d3450434-21a4-4923-be0d-3e44035eec17,3ced8e3e-0666-4fbd-a156-3c191c886d8c,Kantor,Rafi Pasha,081284124118,"Jalan Veteran No.91, RT 06/RW 08",Pontianak,Kalimantan Barat,78111,false,2025-10-20 08:30:53
c938123f-4582-4775-99b5-966c8aef76e0,3ced8e3e-0666-4fbd-a156-3c191c886d8c,Kosan,Rafi Pasha,081284124118,"Blok Anggrek No.34, RT 13/RW 08",Tangerang,Banten,15111,false,2025-10-20 08:30:53
e5ffbc8f-8140-4961-a146-65e47acb545d,c8412df0-98d8-4120-ae74-d729971a6bda,Rumah,Mukti Hartono,082253487401,"Blok Pinang No.14, RT 13/RW 08",Banjarmasin,Kalimantan Selatan,70111,true,2024-06-17 08:30:53
95ca50df-af15-4701-bd3b-4b74a3659ef5,c8412df0-98d8-4120-ae74-d729971a6bda,Kantor,Mukti Hartono,082253487401,"Jl. Teratai No.85, RT 12/RW 09",Jakarta Selatan,DKI Jakarta,12110,false,2024-06-17 08:30:53
3684d089-8bcd-46ac-9f0c-4110de566902,c8412df0-98d8-4120-ae74-d729971a6bda,Kosan,Mukti Hartono,082253487401,"Jalan Mawar No.54, RT 04/RW 08",Manado,Sulawesi Utara,95111,false,2024-06-17 08:30:53
dd7f12a6-e6c7-441d-94c7-af317d66fad2,4e1603e6-cc49-45c5-a130-a7b98eacdefa,Rumah,Hani Susanto,081252427868,"Jl. Nangka No.16, RT 12/RW 09",Jakarta Selatan,DKI Jakarta,12110,true,2026-03-19 08:30:53
70d32333-b1ef-4a64-b828-05ce70431e83,4e1603e6-cc49-45c5-a130-a7b98eacdefa,Kantor,Hani Susanto,081252427868,"Jl. Bambu No.27, RT 14/RW 01",Semarang,Jawa Tengah,50111,false,2026-03-19 08:30:53
39ffb593-2dd1-446a-812e-23bb1a3e01ed,4e1603e6-cc49-45c5-a130-a7b98eacdefa,Kosan,Hani Susanto,081252427868,"Jl. Durian No.85, RT 06/RW 10",Balikpapan,Kalimantan Timur,76111,false,2026-03-19 08:30:53
9d3c8e0e-5114-4b40-a13a-b03b17e72250,c37c320e-1557-4fd5-b4bd-95f06981dccc,Rumah,Rizky Saputra,085705982620,"Gg. Pinang No.15, RT 12/RW 04",Surabaya,Jawa Timur,60111,true,2025-05-17 08:30:53
407dfb8e-f091-4cf6-8242-479a56f2bc59,c37c320e-1557-4fd5-b4bd-95f06981dccc,Kantor,Rizky Saputra,085705982620,"Komplek Melati No.32, RT 11/RW 05",Balikpapan,Kalimantan Timur,76111,false,2025-05-17 08:30:53
87f3c04a-f119-499c-9f00-2648958e7749,c37c320e-1557-4fd5-b4bd-95f06981dccc,Kosan,Rizky Saputra,085705982620,"Jl. Mahoni No.36, RT 13/RW 10",Pekanbaru,Riau,28111,false,2025-05-17 08:30:53
a7af5a45-c544-40dd-80b6-28febf035c98,d179d0ea-f19f-4c7d-a839-030d2032b3da,Rumah,Zaki Kusuma,082231586923,"Gg. Jeruk No.4, RT 07/RW 05",Bekasi,Jawa Barat,17111,true,2025-10-13 08:30:53
d5770cf7-c55d-4e93-8117-16ff8d6e9ae2,d179d0ea-f19f-4c7d-a839-030d2032b3da,Kantor,Zaki Kusuma,082231586923,"Jl. Flamboyan No.57, RT 15/RW 08",Pontianak,Kalimantan Barat,78111,false,2025-10-13 08:30:53
d5478dc7-a8cd-41d6-b4e2-9b4815339d7d,d179d0ea-f19f-4c7d-a839-030d2032b3da,Kosan,Zaki Kusuma,082231586923,"Blok Rambutan No.86, RT 03/RW 02",Banjarmasin,Kalimantan Selatan,70111,false,2025-10-13 08:30:53
595bdba9-f29e-4c3f-9104-8bc9c8e1edd6,515a7134-6016-4694-99b5-f41848db8d7e,Rumah,Andi Subagyo,082156342160,"Jalan Kelapa No.116, RT 02/RW 04",Bekasi,Jawa Barat,17111,true,2024-12-02 08:30:53
9d31c3cc-b658-4f9d-ab49-6197b63c4fa8,515a7134-6016-4694-99b5-f41848db8d7e,Kantor,Andi Subagyo,082156342160,"Komplek Pinang No.17, RT 10/RW 09",Jakarta Selatan,DKI Jakarta,12110,false,2024-12-02 08:30:53
446fbeff-3283-4d8f-b2bb-00df647a0d76,515a7134-6016-4694-99b5-f41848db8d7e,Kosan,Andi Subagyo,082156342160,"Gg. Mangga No.19, RT 04/RW 05",Denpasar,Bali,80111,false,2024-12-02 08:30:53
3f09456f-9e0c-4f70-b733-96924634a0c1,1cf45bb6-234a-4589-9716-a839d4c7bb2b,Rumah,Hafiz Halim,085243303654,"Komplek Dahlia No.56, RT 07/RW 09",Jakarta Barat,DKI Jakarta,11110,true,2026-01-16 08:30:53
6df825fb-9f86-4737-9709-e7bb66a17b7d,1cf45bb6-234a-4589-9716-a839d4c7bb2b,Kantor,Hafiz Halim,085243303654,"Perumahan Anggrek No.51, RT 10/RW 07",Makassar,Sulawesi Selatan,90111,false,2026-01-16 08:30:53
29ff7eeb-c161-4426-9348-00aebadba9b9,1cf45bb6-234a-4589-9716-a839d4c7bb2b,Kosan,Hafiz Halim,085243303654,"Blok Kenanga No.3, RT 13/RW 05",Jakarta Selatan,DKI Jakarta,12110,false,2026-01-16 08:30:53
0b0e10b5-c660-4beb-858a-8d0c010c489d,bcd42e78-ab41-4b8f-b6c5-e16a92b65b8f,Rumah,Nisa Baskoro,085385014294,"Jl. Nangka No.96, RT 11/RW 07",Palembang,Sumatera Selatan,30111,true,2026-02-17 08:30:53
a3153ac9-b3d6-4b7b-ba93-2bf855f76d9b,bcd42e78-ab41-4b8f-b6c5-e16a92b65b8f,Kantor,Nisa Baskoro,085385014294,"Jalan Bambu No.15, RT 03/RW 08",Manado,Sulawesi Utara,95111,false,2026-02-17 08:30:53
387b2ab4-483f-45c3-ab35-11818eac1f29,bcd42e78-ab41-4b8f-b6c5-e16a92b65b8f,Kosan,Nisa Baskoro,085385014294,"Komplek Diponegoro No.41, RT 06/RW 04",Bogor,Jawa Barat,16111,false,2026-02-17 08:30:53
cfa67117-11ff-4190-aabe-a03ae39e4378,ffefa5d5-10e1-49a4-877c-6ad2631b6eb6,Rumah,Putri Osman,085256981693,"Jalan Akasia No.146, RT 08/RW 07",Batam,Kepulauan Riau,29432,true,2025-07-11 08:30:53
f2ae4a3d-f2b1-41ea-87ec-81d3fabb5988,ffefa5d5-10e1-49a4-877c-6ad2631b6eb6,Kantor,Putri Osman,085256981693,"Jl. Mahoni No.71, RT 08/RW 05",Surabaya,Jawa Timur,60111,false,2025-07-11 08:30:53
134ecbcc-fc9b-4717-9189-4f87d95aa907,ffefa5d5-10e1-49a4-877c-6ad2631b6eb6,Kosan,Putri Osman,085256981693,"Komplek Pahlawan No.45, RT 08/RW 06",Bekasi,Jawa Barat,17111,false,2025-07-11 08:30:53
47fc3194-1efa-4774-ae6b-363da9bab684,3d5e4160-6ea4-4622-b2f5-fb35f6f78560,Rumah,Fitri Vega,081288356159,"Jalan Jeruk No.15, RT 13/RW 10",Jakarta Pusat,DKI Jakarta,10110,true,2025-05-11 08:30:53
833b6b85-8448-432d-9f57-5b874836f3f9,3d5e4160-6ea4-4622-b2f5-fb35f6f78560,Kantor,Fitri Vega,081288356159,"Jalan Sirsak No.30, RT 03/RW 04",Tangerang,Banten,15111,false,2025-05-11 08:30:53
25d4536b-ee0c-4bf3-81c1-331f1e8d2887,3d5e4160-6ea4-4622-b2f5-fb35f6f78560,Kosan,Fitri Vega,081288356159,"Jl. Ahmad Yani No.125, RT 07/RW 06",Denpasar,Bali,80111,false,2025-05-11 08:30:53
39333462-706b-49f1-b471-48e243f31f7a,4eb2a4c1-4583-4cfa-8b17-32de3c598e8e,Rumah,Sari Wirawan,085746564823,"Perumahan Gatot Subroto No.118, RT 11/RW 08",Jakarta Selatan,DKI Jakarta,12110,true,2025-01-22 08:30:53
e1128c30-5494-49dd-a7ff-09f52edfc0a0,4eb2a4c1-4583-4cfa-8b17-32de3c598e8e,Kantor,Sari Wirawan,085746564823,"Jalan Pahlawan No.40, RT 02/RW 03",Surabaya,Jawa Timur,60111,false,2025-01-22 08:30:53
27054820-51f6-4f68-b675-d0be2e536973,4eb2a4c1-4583-4cfa-8b17-32de3c598e8e,Kosan,Sari Wirawan,085746564823,"Jalan Pinang No.112, RT 05/RW 03",Medan,Sumatera Utara,20111,false,2025-01-22 08:30:53
9b985c0d-ad6a-4e64-99e8-5d3eecc4ec3a,b8dd5d57-f613-447e-9d9b-df7352d60fa9,Rumah,Bagas Tanjung,085894680443,"Gg. Cendana No.110, RT 08/RW 04",Tangerang,Banten,15111,true,2025-01-12 08:30:53
2e0e8bc0-275c-47da-b3a8-29c2b60e6627,b8dd5d57-f613-447e-9d9b-df7352d60fa9,Kantor,Bagas Tanjung,085894680443,"Perumahan Sudirman No.65, RT 13/RW 02",Jakarta Barat,DKI Jakarta,11110,false,2025-01-12 08:30:53
7f894ff4-82e0-47ea-b0a1-00c724b0356d,b8dd5d57-f613-447e-9d9b-df7352d60fa9,Kosan,Bagas Tanjung,085894680443,"Jalan Pemuda No.46, RT 03/RW 05",Medan,Sumatera Utara,20111,false,2025-01-12 08:30:53
0f1fa25d-1e0f-44cd-992d-6b0dcd8a6a40,9c536092-beaf-4fd3-8048-d1787d9c9c9e,Rumah,Dian Osman,085677387214,"Gg. Manggis No.110, RT 08/RW 02",Bogor,Jawa Barat,16111,true,2024-10-17 08:30:53
ce7bbda0-3dad-48ca-9d9a-0ce272941ffb,9c536092-beaf-4fd3-8048-d1787d9c9c9e,Kantor,Dian Osman,085677387214,"Komplek Merdeka No.53, RT 12/RW 06",Surabaya,Jawa Timur,60111,false,2024-10-17 08:30:53
3b46b9c6-636a-4f02-a6be-8c81a82add71,9c536092-beaf-4fd3-8048-d1787d9c9c9e,Kosan,Dian Osman,085677387214,"Komplek Jeruk No.104, RT 02/RW 06",Malang,Jawa Timur,65111,false,2024-10-17 08:30:53
dd341f99-9485-4c75-bc6d-f976418efa82,62b51501-f46d-4b9a-8d1c-7d153ed6e986,Rumah,Jihan Adiputra,082243320037,"Jalan Mahoni No.137, RT 06/RW 02",Depok,Jawa Barat,16400,true,2024-07-11 08:30:53
6c98e4bb-93e2-40d4-b05f-4efaffbedccb,62b51501-f46d-4b9a-8d1c-7d153ed6e986,Kantor,Jihan Adiputra,082243320037,"Gg. Veteran No.43, RT 10/RW 03",Bogor,Jawa Barat,16111,false,2024-07-11 08:30:53
b9c81a39-d5e7-493e-908c-49417634abfc,62b51501-f46d-4b9a-8d1c-7d153ed6e986,Kosan,Jihan Adiputra,082243320037,"Komplek Nangka No.98, RT 06/RW 08",Bandung,Jawa Barat,40111,false,2024-07-11 08:30:53
8fdd9834-2362-445e-a3df-7ec638711b91,8af31a8b-bde4-4939-865a-c80118e87411,Rumah,Kartika Maulana,087793676320,"Perumahan Durian No.138, RT 15/RW 08",Surabaya,Jawa Timur,60111,true,2025-12-09 08:30:53
9b41437c-089a-4e8e-9044-248e9277ca8f,8af31a8b-bde4-4939-865a-c80118e87411,Kantor,Kartika Maulana,087793676320,"Blok Gatot Subroto No.21, RT 04/RW 04",Jakarta Barat,DKI Jakarta,11110,false,2025-12-09 08:30:53
58620e43-69c7-4e10-b016-4b2e7d0a59cc,8af31a8b-bde4-4939-865a-c80118e87411,Kosan,Kartika Maulana,087793676320,"Blok Durian No.15, RT 07/RW 08",Banjarmasin,Kalimantan Selatan,70111,false,2025-12-09 08:30:53
d1c9f384-476a-44ee-919a-be978c430e6d,29bd34a8-4c0e-4e85-8c96-7a19a652902b,Rumah,Hani Suharto,087887083172,"Gg. Mawar No.50, RT 13/RW 06",Batam,Kepulauan Riau,29432,true,2024-12-08 08:30:53
7d91b0b2-b2d1-4228-8a8e-389d61ac0a88,29bd34a8-4c0e-4e85-8c96-7a19a652902b,Kantor,Hani Suharto,087887083172,"Perumahan Ahmad Yani No.52, RT 12/RW 06",Manado,Sulawesi Utara,95111,false,2024-12-08 08:30:53
7b078efb-568d-48e1-b96a-7791a0a82b08,29bd34a8-4c0e-4e85-8c96-7a19a652902b,Kosan,Hani Suharto,087887083172,"Komplek Kelapa No.142, RT 08/RW 08",Bogor,Jawa Barat,16111,false,2024-12-08 08:30:53
bd176ad4-b837-4aa3-91c0-2ff78dbccc67,66d5ea5b-2026-47fd-869b-31d7b09b3263,Rumah,Udin Latif,085279868727,"Komplek Bambu No.57, RT 01/RW 08",Jakarta Barat,DKI Jakarta,11110,true,2024-12-23 08:30:53
db907845-80cf-44bc-8eb3-d08d3fb09f28,66d5ea5b-2026-47fd-869b-31d7b09b3263,Kantor,Udin Latif,085279868727,"Jl. Mangga No.122, RT 05/RW 03",Depok,Jawa Barat,16400,false,2024-12-23 08:30:53
db1a0be2-7928-43ec-bb3a-cdd9d42b943a,66d5ea5b-2026-47fd-869b-31d7b09b3263,Kosan,Udin Latif,085279868727,"Komplek Sirsak No.51, RT 05/RW 05",Bandung,Jawa Barat,40111,false,2024-12-23 08:30:53
b57c89a8-8339-4c14-b82c-ab2dc1dce6ab,219b0fa6-5632-42c6-bd42-acbc8c29b4b9,Rumah,Lina Zainal,087748734714,"Komplek Pahlawan No.8, RT 06/RW 02",Bekasi,Jawa Barat,17111,true,2025-07-31 08:30:53
e216a1cf-ea4c-4f3f-91c1-3d350d3e5f33,219b0fa6-5632-42c6-bd42-acbc8c29b4b9,Kantor,Lina Zainal,087748734714,"Jalan Akasia No.22, RT 01/RW 02",Pontianak,Kalimantan Barat,78111,false,2025-07-31 08:30:53
dba3464c-b417-4f8b-8b87-ec75056c637d,219b0fa6-5632-42c6-bd42-acbc8c29b4b9,Kosan,Lina Zainal,087748734714,"Gg. Durian No.29, RT 07/RW 04",Semarang,Jawa Tengah,50111,false,2025-07-31 08:30:53
4ddebf70-f412-4a76-9d5a-237aed09c095,7cc72f1d-b039-4cc7-9842-80c0a06e47fb,Rumah,Mukti Adiputra,085712236231,"Gg. Durian No.85, RT 02/RW 03",Depok,Jawa Barat,16400,true,2025-01-28 08:30:53
